[40] Behavioral Risk Factor Surveillance System (BRFSS) Prevalence Data (2011 to present) | pub=CDC | desc: 2011 to present. BRFSS combined land line and cell phone prevalence data. BRFSS is a continuous, state-based surveillance system that collects information about modifiable risk factors for chronic dis | cols: Question, GeoLocation (address), GeoLocation, ResponseID, BreakOutCategoryID, BreakoutID, TopicId, ClassId, Data_Value_Footnote_Symbol, Data_value_type | tags: brfss, survey, risk, factor, behavioral
[194] CDC PRAMStat Data for 2002 | pub=CDC | desc: 2002. Centers for Disease Control and Prevention (CDC). PRAMS, the Pregnancy Risk Assessment Monitoring System, is a surveillance system collecting state-specific, population-based data on maternal at | cols: Break_Out, High_Confidence_Limit, ResponseId, BreakOutId, LocationId, QuestionId, ClassId, Geolocation (state), Geolocation (city), Geolocation (address) | tags: abuse, wic, unintended pregnancy, tobacco use, stress, smoke exposure
[202] DASH - Youth Risk Behavior Surveillance System (YRBSS): High School –  Including Sexual Orientation | pub=Division of Adolescent School Health (DASH) | desc: 2015-2017. High School Dataset – Including Sexual Orientation. The Youth Risk Behavior Surveillance System (YRBSS) monitors six categories of priority health behaviors among youth and young adults: 1) | cols: Greater_Risk_High_Confidence_Limit , Lesser_Risk_Data_Value_Footnote_Symbol , Greater_Risk_Data_Value , LocationAbbr , Grade , SubTopicID , Sample_Size , QuestionCode , StratID2 , SexualIdentity  | tags: high school, yrbs, risk behavior, sexual contacts, survey, youth online
[203] NNDSS - Table II. Invasive Pneumococcal to Legionellosis | pub=CDC | desc: NNDSS - Table II. Invasive Pneumococcal to Legionellosis - 2014.In this Table, all conditions with a 5-year average annual national total of more than or equals 1,000 cases but less than or equals 10, | cols: Legionellosis, Previous 52 weeks Max, Invasive Pneumococcal disease, Age LT 5, Cum 2013, flag, Invasive Pneumococcal disease, All ages, Cum 2014, flag, Invasive Pneumococcal disease, Age LT 5, Cum 2014, flag, Legionellosis, Previous 52 weeks Max, flag, Location 2, Legionellosis, Cum 2013, flag, Invasive Pneumococcal disease, All ages, Cum 2013, flag, Location 1 (zip), MMWR Year | tags: nedss, 2014, invasive pneumococcal disease, legionellosis, mmwr, netss
[204] NNDSS - Table I. infrequently reported notifiable diseases | pub=CDC | desc: NNDSS - Table I. infrequently reported notifiable diseases - 2014.In this Table, provisional cases of selected infrequently reported notifiable diseases (<1,000 cases reported during the preceding yea | cols: Total cases reported 2011, flag, Total cases reported 2011, Total cases reported 2012, flag, Total cases reported  2013, flag, Total cases reported 2010, flag, Cum 2014, flag, Current week, Total cases reported 2012, Total cases reported 2010, Disease | tags: influenza-associated pediatric mortality, 2014, anthrax, arboviral diseases, botulism, brucellosis
[208] Healthy People 2020 Tobacco Use Objectives | pub=CDC | desc: U.S. Department of Health and Human Services (HHS). Centers for Disease Control and Prevention (CDC). Healthy People 2020 Tobacco Use Objectives. Healthy People 2020. Healthy People 2020 provides a fr | cols: Leading Health Indicator, Baseline, Units, Baseline Statement, Objective Number, Objective Details, Key Area, Symbol, TargetSettingMethodology, Baseline Year | tags: leading health indicator, osh, healthy people 2020, department of health and human services, centers for disease control and prevention, office on smoking and health
[210] TABLE III. Deaths in 122 U.S. cities | pub=National Center for Immunization and Respiratory D | desc: TABLE III. Deaths in 122 U.S. cities - 2015122 Cities Mortality Reporting System ��� Each week, the vital statistics offices of 122 cities across the United States report the total number of death cer | cols: P&I† Total, flag, Location 1 (state), Location 1 (city), MMWR YEAR, All causes, by age (years), All Ages**, Location 1, Location 1 (zip), All causes, by age (years), LT 1, flag, Location 1 (address), Location 2 | tags: 122 cities, pneumonia, mortality, influenza, death, 2015
[215] Global Tobacco Surveillance System (GTSS) - Global Health Professions Student Survey (GHPSS) | pub=CDC | desc: 2005-2011. The World Health Organization, CDC, and the Canadian Public Health Association, developed the GHPSS to collect data on tobacco use and cessation counseling among health professional student | cols: RegionAbbr, Sex, DataValueTypeID, Geolocation (state), Data_Value_Unit, Year, Indicator, Geolocation (address), Geolocation (city), Geolocation (zip) | tags: ghpss, gtss, students, osh, tobacco
[217] NNDSS - Table I. infrequently reported notifiable diseases | pub=CDC | desc: NNDSS - Table I. infrequently reported notifiable diseases - 2016. In this Table, provisional* cases of selected† infrequently reported notifiable diseases (<1,000 cases reported during the preceding  | cols: MMWR week, Current week, Total cases reported 2012, States reporting cases during current week (No.) , Cum 2016, flag, Cum 2016, 5-year weekly average§, Total cases reported  2015, Current week, flag, Total cases reported 2012, flag | tags: diphtheria, eastern equine encephalitis virus disease, ebola, guanarito, haemophilus influenzae invasive, hansen disease
[218] COVID-19 State, Tribal, Local, and Territorial Funding | pub=data.cdc.gov | desc: The U.S. government has taken unprecedented action to address the public health threat posed by this new coronavirus. To accelerate response efforts, CDC received supplemental funds through five congr | cols: Counties, States, Topical Area, Amount, Jurisdiction, Sub-Jurisdiction, Supplemental Act Name, Award Name
[220] Behavioral Risk Factor Surveillance System (BRFSS) Age-Adjusted Prevalence Data (2011 to present) | pub=CDC | desc: 2011 to present. BRFSS combined land line and cell phone age-adjusted prevalence data. The BRFSS is a continuous, state-based surveillance system that collects information about modifiable risk factor | cols: Sample_Size, Data_value_unit, BreakoutID, Geolocation (address), Year, Confidence_limit_High, ClassId, LocationID, BreakOutCategoryID, Geolocation (zip) | tags: age-adjusted, surveillance, risk, factor, brfss, behavioral
[223] NNDSS - Table II. Lyme disease to Meningococcal | pub=CDC | desc: NNDSS - Table II. Lyme disease to Meningococcal - 2014In this Table, all conditions with a 5-year average annual national total of more than or equals 1,000 cases but less than or equals 10,000 cases  | cols: Malaria, Previous 52 weeks Max, flag, Meningococcal disease, invasive†, All serogroups, Previous 52 weeks Med, flag, Meningococcal disease, invasive†, All serogroups, Cum 2014, flag, Meningococcal disease, invasive†, All serogroups, Previous 52 weeks Max, flag, Meningococcal disease, invasive†, All serogroups, Cum 2013, flag, Malaria, Cum 2013, flag, MMWR Week, Reporting Area, Location 1, Meningococcal disease, invasive†, All serogroups, Previous 52 weeks Max | tags: lyme disease, nedss, netss, nndss, wonder, 2014
[228] CDC STATE System E-Cigarette Legislation - Licensure | pub=CDC | desc: 1995-2025. Centers for Disease Control and Prevention (CDC). State Tobacco Activities Tracking and Evaluation (STATE) System. E-Cigarette Legislation—Licensure. The STATE System houses current and his | cols: MeasureId, DisplayOrder, GeoLocation (city), Comments, DataType, Citation, LocationDesc, GeoLocation (state), GeoLocation, Effective_Date | tags: state system, policy, osh, licensure, legislation, e-cigarette
[233] NNDSS - TABLE 1HH. Syphilis, Congenital to Syphilis, Primary and Secondary | pub=CDC | desc: NNDSS - TABLE 1HH. Syphilis, Congenital to Syphilis, Primary and Secondary – 2022. In this Table, provisional cases* of notifiable diseases are displayed for United States, U.S. territories, and Non-U | cols: Syphilis, Primary and secondary, Cum 2021†, Syphilis, Congenital§, Cum 2021†, MMWR Week, Location 2, Syphilis, Congenital§, Cum 2022†, flag, MMWR Year, Syphilis, Primary and secondary, Cum 2022†, flag, Syphilis, Primary and secondary, Previous 52 weeks Max†, flag, Syphilis, Congenital§, Current week, flag, Syphilis, Primary and secondary, Cum 2021†, flag | tags: nndss, syphilis congenital, 2022, nedss, syphilis primary and secondary, wonder
[241] Global Tobacco Surveillance System (GTSS) - Global Youth Tobacco Survey (GYTS) | pub=CDC | desc: 1999-2018. The GYTS is a school-based survey that collects data on students aged 13–15 years using a standardized methodology for constructing the sample frame, selecting schools and classes, and proc | cols: GeoLocation (zip), GeoLocation (city), RegionAbbr, GeoLocation, Country, SurveySite, Topic, Mpower, Indicator, Data_Value | tags: tobacco, youth, gtss, gyts, osh, global
[245] NNDSS - Table II. Chlamydia to Coccidioidomycosis | pub=CDC | desc: NNDSS - Table II. Chlamydia to Coccidioidomycosis - 2017. In this Table, provisional cases of selected notifiable diseases (≥1,000 cases reported during the preceding year), and selected low frequency | cols: Reporting Area, Location 1 (state), Coccidioidomycosis, Cum 2016, flag, Coccidioidomycosis, Previous 52 weeks Max, Coccidioidomycosis, Current week, Chlamydia trachomatis infection, Cum 2016, flag, Chlamydia trachomatis infection, Cum 2016, Chlamydia trachomatis infection, Previous 52 weeks Max, MMWR Week, MMWR Year | tags: nedss, 2017, chlamydia trachomatis infection, coccidioidomycosis, mmwr, netss
[248] National Health and Nutrition Examination Survey (NHANES) - National Cardiovascular Disease Surveill | pub=CDC | desc: 1999–2000 to 2017–2018. The National Health and Nutrition Examination Survey (NHANES) is a program of studies designed to assess the health and nutritional status of adults and children in the United  | cols: DataSource, Topic, Class, PriorityArea4, PriorityArea3, PriorityArea1, LocationDesc, Data_Value_Unit, PriorityArea2, YearStart | tags: cardiovascular health, cardiovascular disease, blood pressure, cvd risk factors, hypertension, sodium
[252] BRFSS Vision Module Data – Vision & Eye Health | pub=CDC | desc: 2005-2016. This dataset includes data from the retired BRFSS Vision Module. From 2005-2011 the BRFSS employed a ten question vision module regarding vision impairment, access and utilization of eye ca | cols: Break_Out_Category, ResponseId, Low_Confidence_limit, BreakOutCategoryId, Geographic Level, TopicId, Data_Value_Footnote, Data_Value_Unit, Data_Value, Question | tags: vhi, stroke, diabetes, eye diseases, heart diseases, hypertension
[255] Behavioral Risk Factors: Selected Metropolitan Area Risk Trends (SMART) MMSA Prevalence Data (2010 a | pub=PublicInquiriesDPH@cdc.gov | desc: 2002-2010. BRFSS SMART MMSA Prevalence land line only data. The Selected Metropolitan Area Risk Trends (SMART) project uses the Behavioral Risk Factor Surveillance System (BRFSS) to analyze the data o | cols: BreakOutCategoryID, LocationID, ClassId, Data_Value_Footnote, Data_Value_Footnote_Symbol, Data_value_type, Display_order, Response, Question, QuestionID | tags: survey, ..., behavioral, brfss, mmsa, risk
[256] Heart Disease Mortality Data Among US Adults (35+) by State/Territory and County – 2019-2021 | pub=CDC Division for Heart Disease and Stroke Preventi | desc: 2019 to 2021, 3-year average. Rates are age-standardized. County rates are spatially smoothed. The data can be viewed by sex and race/ethnicity. Data source: National Vital Statistics System. Addition | cols: Data_Value, LocationDesc, Georeference, TopicID, Data_Value_Unit, Stratification2, Stratification1, Data_Value_Type, Y_lat, LocationAbbr | tags: cardiovascular disease, heart, heart disease, county, counties, cardiovascular
[259] US Census Annual Estimates of the Resident Population for Selected Age Groups by Sex for the United  | pub=CDC | desc: 2010-2018; 2019. US Census Annual Estimates of the Resident Population for Selected Age Groups by Sex for the United States. The estimates for the 2010-2018 dataset are based on the 2010 Census and re | cols: GeoLocation, Data_Pulled, GeoLocation (state), LocationID, Source_File_USCB, Sex, MeasureId, DisplayOrder, Age, GeoLocation (zip) | tags: census estimates, age by sex, osh
[264] NNDSS - Table II. Hepatitis (viral, acute) | pub=CDC | desc: NNDSS - Table II. Hepatitis (viral, acute) - 2014.In this Table, all conditions with a 5-year average annual national total of more than or equals 1,000 cases but less than or equals 10,000 cases will | cols: Hepatitis (viral, acute), type A, Previous 52 weeks Max, flag, Hepatitis (viral, acute), type B, Current week, flag, Hepatitis (viral, acute), type B, Previous 52 weeks Max, flag, Hepatitis (viral, acute), type C, Cum 2013, flag, Location 1 (city), Hepatitis (viral, acute), type A, Cum 2013, flag, Hepatitis (viral, acute), type A, Previous 52 weeks Med, flag, Hepatitis (viral, acute), type B, Cum 2014, flag, Location 2, Location 1 | tags: netss, wonder, nndss, nedss, mmwr, hepatitis (viral acute) type c
[267] NAAG Tobacco Settlement Payments | pub=CDC | desc: 1999-2024. National Association of Attorneys General (NAAG). Policy—Tobacco Settlement Payments. The National Association of Attorneys General (NAAG) provides Tobacco Settlement Revenue data for 46 st | cols: Year, Topic, SubMeasure, Amount, Data_Value_Footnote, TopicId, GeoLocation (state), MeasureId, SubMeasureID, DisplayOrder | tags: tobacco, office on smoking and health, tobacco settlement payments, osh, policy, state system
[268] CDC STATE System Tobacco Legislation - Smokefree Indoor Air Summary | pub=CDC | desc: 1995-2025. Centers for Disease Control and Prevention (CDC). State Tobacco Activities Tracking and Evaluation (STATE) System. Legislation – Smokefree Indoor Air. The STATE System houses current and hi | cols: YEAR, TopicId, GeoLocation (state), GeoLocation (city), TopicDesc, TopicTypeDesc, MeasureId, GeoLocation (address), SummaryAltValue, Type_Of_Restriction | tags: legislation, tobacco, state system, smokefree indoor air, policy, osh
[274] NNDSS - TABLE 1EE. Salmonella Paratyphi infection to Salmonellosis (excluding Salmonella Typhi infec | pub=CDC | desc: NNDSS - TABLE 1EE. Salmonella Paratyphi infection to Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection) – 2022. In this Table, provisional cases* of notifiable dis | cols: MMWR Year, geocode, Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection)**, Cum 2022†, Reporting Area, Salmonella Typhi infection¶, Cum 2022†, Salmonella Typhi infection¶, Previous 52 weeks Max†, flag, Salmonella Paratyphi infection§, Cum 2021†, flag, Salmonella Paratyphi infection§, Current week, flag, Salmonella Paratyphi infection§, Current week, Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection)**, Cum 2021†, flag | tags: 2022, wonder, salmonellosis (excluding salmonella typhi infection and salmonella paratyphi infection), salmonella typhi infection, salmonella paratyphi infection, nndss
[275] NNDSS - TABLE 1FF. Severe acute respiratory syndrome-associated coronavirus disease to Shigellosis | pub=CDC | desc: NNDSS - TABLE 1FF. Severe acute respiratory syndrome-associated coronavirus disease to Shigellosis – 2022. In this Table, provisional cases* of notifiable diseases are displayed for United States, U.S | cols: Severe acute respiratory syndrome-associated coronavirus desease, Previous 52 weeks Max†, flag, Shiga toxin-producing Escherichia coli(STEC), Cum 2022†, flag, Reporting Area, Shiga toxin-producing Escherichia coli(STEC), Current week, flag, Location 1, Severe acute respiratory syndrome-associated coronavirus desease, Current week, Shiga toxin-producing Escherichia coli(STEC), Current week, Shigellosis, Current week, Reporting Area Sort, Location 2 | tags: nndss, severe acute respiratory syndrome-associated coronavirus disease, shiga toxin-producing escherichia coli (stec), wonder, shigellosis, 2022
[282] CDC STATE System E-Cigarette Legislation - Tax | pub=CDC | desc: 1995-2025. Centers for Disease Control and Prevention (CDC). State Tobacco Activities Tracking and Evaluation (STATE) System. E-Cigarette Legislation—Tax. The STATE System houses current and historica | cols: TopicId, GeoLocation (state), GeoLocation, ProvisionDesc, MeasureDesc, ProvisionID, GeoLocation (address), Effective_Date, Enacted_Date, Comments | tags: policy, osh, legislation, e-cigarette, tax, state system
[284] CDC STATE System E-Cigarette Legislation - Smokefree Campus | pub=CDC | desc: 1995-2025. Centers for Disease Control and Prevention (CDC). State Tobacco Activities Tracking and Evaluation (STATE) System. E-Cigarette Legislation—Smokefree Campus. The STATE System houses current  | cols: TopicDesc, MeasureDesc, ProvisionAltValue, LocationDesc, TopicId, Enacted_Date, YEAR, GeoLocation (state), GeoLocation (city), DisplayOrder | tags: policy, osh, state system, legislation, e-cigarette, smokefree campus
[285] HHS Unaccompanied Children Program | pub=HHS | desc: This data is no longer being updated. New data is being tracked at https://healthdata.gov/National/HHS-Unaccompanied-Children-Program/ehpz-xc9n This data represents unaccompanied children who are take | cols: Children discharged from HHS Care, Children in HHS Care, Date | tags: unaccompanied children
[286] CDC STATE System E-Cigarette Legislation - Preemption | pub=CDC | desc: 1995-2025. Centers for Disease Control and Prevention (CDC). State Tobacco Activities Tracking and Evaluation (STATE) System. E-Cigarette Legislation—Preemption. The STATE System houses current and hi | cols: DataSource, GeoLocation (state), Enacted_Date, ProvisionValue, ProvisionGroupID, GeoLocation (zip), GeoLocation, ProvisionID, Comments, Quarter | tags: preemption, e-cigarette, legislation, osh, policy, state system
[287] NNDSS - Table I. infrequently reported notifiable diseases | pub=CDC | desc: NNDSS - Table I. infrequently reported notifiable diseases - 2015. In this Table, provisional cases of selected infrequently reported notifiable diseases (<1,000 cases reported during the preceding ye | cols: Current week, flag, Cum 2015, Cum 2015, flag, 5-year weekly average§, Total cases reported 2013, Total cases reported 2012, Total cases reported 2011, Total cases reported 2011, flag, Total cases reported 2010, Total cases reported 2010, flag | tags: viral hemorrhagic fever, 2015, anthrax, arboviral diseases, botulism, brucellosis
[289] NCHS - Potentially Excess Deaths from the Five Leading Causes of Death | pub=NCHS/DVS | desc: MMWR Surveillance Summary 66 (No. SS-1):1-8 found that nonmetropolitan areas have significant numbers of potentially excess deaths from the five leading causes of death. These figures accompany this r | cols: State FIPS Code, Year, Observed Deaths, HHS Region, Population, Locality, Age Range, Cause of Death, Potentially Excess Deaths, Percent Potentially Excess Deaths | tags: unintentional injury, stroke, heart disease, chronic lower respiratory disease, cancer
[290] Indicators of Health Insurance Coverage at the Time of Interview | pub=NCHS/DHIS | desc: The U.S. Census Bureau, in collaboration with five federal agencies, launched the Household Pulse Survey to produce data on the social and economic impacts of Covid-19 on American households. The Hous | cols: Time Period Start Date, State, Subgroup, Confidence Interval, High CI, Low CI, Time Period End Date, Time Period Label, Suppression Flag, Group | tags: uninsured, sdoh-access-to-health-care, public coverage, private coverage, covid-19
[292] NNDSS - TABLE 1GG. Smallpox to Streptococcal toxic shock syndrome | pub=CDC | desc: NNDSS - TABLE 1GG. Smallpox to Streptococcal toxic shock syndrome – 2022. In this Table, provisional cases* of notifiable diseases are displayed for United States, U.S. territories, and Non-U.S. resid | cols: Streptococcal toxic shock syndrome, Cum 2022†, flag, Smallpox, Cum 2021†, flag, Streptococcal toxic shock syndrome, Current week, flag, Counties, States, Smallpox, Cum 2022†, Location 2, MMWR Year, Smallpox, Previous 52 weeks Max†, flag, Streptococcal toxic shock syndrome, Cum 2021†, flag | tags: 2022, nedss, streptococcal toxic shock syndrome, wonder, nndss, netss
[293] NNDSS - TABLE 1Z. Pertussis to Poliomyelitis, paralytic | pub=CDC | desc: NNDSS - TABLE 1Z. Pertussis to Poliomyelitis, paralytic - 2022. In this Table, provisional cases* of notifiable diseases are displayed for United States, U.S. territories, and Non-U.S. residents. Note | cols: Pertussis, Previous 52 weeks Max†, flag, Pertussis, Current week, Pertussis, Cum 2021†, flag, Plague, Cum 2022†, Poliomyelitis, paralytic, Current week, Poliomyelitis, paralytic, Previous 52 weeks Max†, Poliomyelitis, paralytic, Previous 52 weeks Max†, flag, Plague, Current week, flag, Reporting Area, Pertussis, Cum 2022† | tags: nedss, netss, nndss, paralytic, pertussis, wonder
[295] CDC STATE System Tobacco Legislation - Youth Access | pub=CDC | desc: 1995-2025. Centers for Disease Control and Prevention (CDC). State Tobacco Activities Tracking and Evaluation (STATE) System. Legislation—Youth Access. The STATE System houses current and historical s | cols: TopicTypeId, Comments, GeoLocation, YEAR, DisplayOrder, TopicId, ProvisionGroupID, MeasureDesc, ProvisionGroupDesc, ProvisionDesc | tags: tobacco, osh, youth access, state system, policy, legislation
[296] NNDSS - Table II. Cryptosporidiosis to Dengue Hemorrhagic Fever | pub=CDC | desc: NNDSS - Table II. Cryptosporidiosis to Dengue Hemorrhagic Fever - 2014.In this Table, all conditions with a 5-year average annual national total of more than or equals 1,000 cases but less than or equ | cols: Cryptosporidiosis, Current week, Cryptosporidiosis, Previous 52 weeks Max, Cryptosporidiosis, Cum 2014, Cryptosporidiosis, Cum 2013, Cryptosporidiosis, Cum 2013, flag, Dengue Fever†, Cum 2014, Dengue Fever†, Cum 2013, Dengue Hemorrhagic Fever§, Cum 2013, Location 1, Location 1 (state) | tags: 2014, dengue hemorrhagic fever, netss, nndss, cryptosporidiosis, wonder
[298] NNDSS - TABLE 1Y. Mumps to Novel influenza A virus infections | pub=CDC | desc: NNDSS - TABLE 1Y. Mumps to Novel influenza A virus infections - 2022. In this Table, provisional cases* of notifiable diseases are displayed for United States, U.S. territories, and Non-U.S. residents | cols: Location 2, Mumps, Previous 52 weeks Max†, Mumps, Cum 2022†, flag, Novel influenza A virus infections§, Previous 52 weeks Max†, flag, Reporting Area, Mumps, Cum 2021†, Location 1, Novel influenza A virus infections§, Cum 2021†, flag, Novel influenza A virus infections§, Previous 52 weeks Max†, Novel influenza A virus infections§, Current week | tags: nedss, mumps, 2022, wonder, novel influenza a virus infections, nndss
[302] NNDSS - TABLE 1BB. Q fever, Total to Q fever, Chronic | pub=CDC | desc: NNDSS - TABLE 1BB. Q fever, Total to Q fever, Chronic - 2022. In this Table, provisional cases* of notifiable diseases are displayed for United States, U.S. territories, and Non-U.S. residents. Notes: | cols: Q fever, Acute, Current week, Q fever, Chronic, Current week, flag, Q fever, Acute, Cum 2022†, flag, Location 2, Q fever, Chronic, Cum 2022†, Q fever, Total, Cum 2022†, flag, Q fever, Total, Previous 52 weeks Max†, flag, Q fever, Acute, Previous 52 weeks Max†, flag, Q fever, Acute, Cum 2021†, flag, Q fever, Chronic, Previous 52 weeks Max†, flag | tags: 2022, q fever, total, nedss, netss, nndss
[311] NNDSS - TABLE 1AA. Poliovirus infection, nonparalytic to Psittacosis | pub=CDC | desc: NNDSS - TABLE 1AA. Poliovirus infection, nonparalytic to Psittacosis - 2022. In this Table, provisional cases* of notifiable diseases are displayed for United States, U.S. territories, and Non-U.S. re | cols: Poliovirus infection, nonparalytic, Cum 2022†, MMWR Year, Reporting Area Sort, Location 2, Psittacosis, Cum 2022†, flag, Poliovirus infection, nonparalytic, Cum 2021†, Poliovirus infection, nonparalytic, Previous 52 weeks Max†, flag, Reporting Area, Poliovirus infection, nonparalytic, Cum 2021†, flag, Psittacosis, Cum 2022† | tags: nonparalytic, poliovirus infection, netss, 2022, nedss, nndss
[314] CDC PRAMStat Data for 2006 | pub=CDC | desc: 2006. Centers for Disease Control and Prevention (CDC). PRAMS, the Pregnancy Risk Assessment Monitoring System, is a surveillance system collecting state-specific, population-based data on maternal at | cols: Break_Out_Category, ClassId, Year, LocationDesc, Class, Question, ResponseId, BreakOutCategoryid, BreakOutId, TopicId | tags: sleep behavior, abuse, alcohol use, breastfeeding, obesity, contraception
[315] CDC STATE System Tobacco Legislation - Preemption Summary | pub=CDC | desc: 1995-2025. Centers for Disease Control and Prevention (CDC). State Tobacco Activities Tracking and Evaluation (STATE) System. Legislation - Preemption. The STATE System houses current and historical s | cols: Licensure, TopicId, TopicTypeId, PreemptionAltValue, Quarter, YEAR, GeoLocation (city), LocationDesc, LocationAbbr, Preemption | tags: policy, state system, legislation, preemption, osh, tobacco
[316] NNDSS - Table II. Meningococcal to Pertussis | pub=CDC | desc: NNDSS - Table II. Meningococcal to Pertussis - 2017. In this Table, provisional cases of selected notifiable diseases (≥1,000 cases reported during the preceding year), and selected low frequency dise | cols: Location 1, Mumps, Previous 52 weeks Max, flag, Location 1 (zip), Location 2 (zip), Location 1 (city), Mumps, Cum 2017, flag, Meningococcal disease, invasive (Neisseria meningitidis)§, All serogroups, Previous 52 weeks Max, flag, MMWR Year, Mumps, Cum 2016, Mumps, Previous 52 weeks Med, flag | tags: wonder, pertussis, nndss, all serogroups, meningococcal disease (neisseria meningitidis), mmwr
[317] CDC PRAMStat Data for 2010 | pub=CDC | desc: 2010. Centers for Disease Control and Prevention (CDC). PRAMS, the Pregnancy Risk Assessment Monitoring System, is a surveillance system collecting state-specific, population-based data on maternal at | cols: Data_Value, Data_Value_Std_Err, High_Confidence_Limit, Break_Out, Break_Out_Category, TopicId, QuestionId, ResponseId, BreakOutCategoryid, BreakOutId | tags: tobacco use, abuse, infant health, medicaid, mental health, morbidity
[319] NNDSS - TABLE 1X. Meningococcal disease, Other serogroups to Meningococcal disease, Unknown serogrou | pub=CDC | desc: NNDSS - TABLE 1X. Meningococcal disease, Other serogroups to Meningococcal disease, Unknown serogroup - 2022. In this Table, provisional cases* of notifiable diseases are displayed for United States,  | cols: Meningococcal disease, Other serogroups, Previous 52 weeks Max†, flag, Meningococcal disease, Other serogroups, Cum 2022†, geocode, Meningococcal disease, Unknown serogroup, Cum 2021†, flag, Meningococcal disease, Unknown serogroup, Cum 2022†, flag, Meningococcal disease, Unknown serogroup, Previous 52 weeks Max†, Meningococcal disease, Other serogroups, Cum 2021†, flag, Meningococcal disease, Other serogroups, Cum 2021†, Reporting Area, Meningococcal disease, Other serogroups, Cum 2022†, flag | tags: meningococcal disease, unknown serogroup, nedss, wonder, 2022, netss
[323] NNDSS - TABLE 1DD. Rubella to Rubella, congenital syndrome | pub=CDC | desc: NNDSS - TABLE 1DD. Rubella to Rubella, congenital syndrome - 2022. In this Table, provisional cases* of notifiable diseases are displayed for United States, U.S. territories, and Non-U.S. residents. N | cols: geocode, Reporting Area Sort, Location 2, States, Counties, Rubella, Current week, Rubella, Cum 2022†, Rubella, congenital syndrome, Previous 52 weeks Max†, flag, Rubella, congenital syndrome, Current week, flag, Rubella, Current week, flag | tags: rubella congenital syndrome, wonder, netss, 2022, nedss, nndss
[327] NNDSS - Table II. Legionellosis to Malaria | pub=CDC | desc: NNDSS - Table II. Legionellosis to Malaria - 2017. In this Table, provisional cases of selected notifiable diseases (≥1,000 cases reported during the preceding year), and selected low frequency diseas | cols: Malaria, Previous 52 weeks Max, Location 1, Malaria, Cum 2017, flag, Malaria, Cum 2017, Malaria, Previous 52 weeks Max, flag, Malaria, Previous 52 weeks Med, Legionellosis, Cum 2016, flag, Legionellosis, Cum 2016, Legionellosis, Previous 52 weeks Max, flag, Legionellosis, Previous 52 weeks Max | tags: nedss, 2017, legionellosis, malaria, mmwr, netss
